benchmark,solver,score
data/suite_500/QF_BV/spear/innd_innd_vc33354.smt2,z3::z3_bv_default,3.83
data/suite_500/QF_BV/spear/innd_innd_vc33354.smt2,z3::z3_bv_eager,3.939
data/suite_500/QF_BV/spear/innd_innd_vc33369.smt2,cvc5::cvc5_bv_default,1.578
data/suite_500/QF_BV/spear/innd_innd_vc33369.smt2,cvc5::cvc5_bv_eager,1.547
data/suite_500/QF_BV/spear/innd_innd_vc33369.smt2,z3::z3_bv_default,2.301
data/suite_500/QF_BV/spear/innd_innd_vc33369.smt2,z3::z3_bv_eager,2.283
data/suite_500/QF_BV/spear/innfeed_imapfeed_vc24636.smt2,cvc5::cvc5_bv_default,0.703
data/suite_500/QF_BV/spear/innfeed_imapfeed_vc24636.smt2,cvc5::cvc5_bv_eager,0.712
data/suite_500/QF_BV/spear/innfeed_imapfeed_vc24636.smt2,z3::z3_bv_default,2.054
data/suite_500/QF_BV/spear/innfeed_imapfeed_vc24636.smt2,z3::z3_bv_eager,2.156
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21034.smt2,cvc5::cvc5_bv_default,1.333
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21034.smt2,cvc5::cvc5_bv_eager,1.318
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21034.smt2,z3::z3_bv_default,1.917
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21034.smt2,z3::z3_bv_eager,1.923
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21242.smt2,cvc5::cvc5_bv_default,1.314
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21242.smt2,cvc5::cvc5_bv_eager,1.278
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21242.smt2,z3::z3_bv_default,5.04
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21242.smt2,z3::z3_bv_eager,4.899
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00.smt2,cvc5::cvc5_bv_default,0.015
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00.smt2,cvc5::cvc5_bv_eager,0.014
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00.smt2,z3::z3_bv_default,0.021
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00.smt2,z3::z3_bv_eager,0.022
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_018783_0x950130a_00.smt2,cvc5::cvc5_bv_default,0.02
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_018783_0x950130a_00.smt2,cvc5::cvc5_bv_eager,0.019
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_018783_0x950130a_00.smt2,z3::z3_bv_default,0.015
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_018783_0x950130a_00.smt2,z3::z3_bv_eager,0.027
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_285182_0xe7af5e_00.smt2,cvc5::cvc5_bv_default,0.045
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_285182_0xe7af5e_00.smt2,cvc5::cvc5_bv_eager,0.046
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_285182_0xe7af5e_00.smt2,z3::z3_bv_default,0.019
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_285182_0xe7af5e_00.smt2,z3::z3_bv_eager,0.02
data/suite_500/QF_BV/stp_samples/run_00007.trace.Alloc_large__009910.smt2,cvc5::cvc5_bv_default,0.004
data/suite_500/QF_BV/stp_samples/run_00007.trace.Alloc_large__009910.smt2,cvc5::cvc5_bv_eager,0.003
data/suite_500/QF_BV/stp_samples/run_00007.trace.Alloc_large__009910.smt2,z3::z3_bv_default,0.006
data/suite_500/QF_BV/stp_samples/run_00007.trace.Alloc_large__009910.smt2,z3::z3_bv_eager,0.006
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_011941_0x4182de_00.smt2,cvc5::cvc5_bv_default,0.008
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_011941_0x4182de_00.smt2,cvc5::cvc5_bv_eager,0.007
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_011941_0x4182de_00.smt2,z3::z3_bv_default,0.008
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_011941_0x4182de_00.smt2,z3::z3_bv_eager,0.009
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_012193_0x4182de_00.smt2,cvc5::cvc5_bv_default,0.019
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_012193_0x4182de_00.smt2,cvc5::cvc5_bv_eager,0.019
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_012193_0x4182de_00.smt2,z3::z3_bv_default,0.01
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_012193_0x4182de_00.smt2,z3::z3_bv_eager,0.01
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025600_0x41821d_00.smt2,cvc5::cvc5_bv_default,0.041
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025600_0x41821d_00.smt2,cvc5::cvc5_bv_eager,0.04
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025600_0x41821d_00.smt2,z3::z3_bv_default,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025600_0x41821d_00.smt2,z3::z3_bv_eager,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025619_0x41821d_00.smt2,cvc5::cvc5_bv_default,0.044
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025619_0x41821d_00.smt2,cvc5::cvc5_bv_eager,0.046
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025619_0x41821d_00.smt2,z3::z3_bv_default,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025619_0x41821d_00.smt2,z3::z3_bv_eager,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025633_0x418209_00.smt2,cvc5::cvc5_bv_default,0.041
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025633_0x418209_00.smt2,cvc5::cvc5_bv_eager,0.044
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025633_0x418209_00.smt2,z3::z3_bv_default,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025633_0x418209_00.smt2,z3::z3_bv_eager,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026260_0x41821d_00.smt2,cvc5::cvc5_bv_default,0.039
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026260_0x41821d_00.smt2,cvc5::cvc5_bv_eager,0.04
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026260_0x41821d_00.smt2,z3::z3_bv_default,0.009
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026260_0x41821d_00.smt2,z3::z3_bv_eager,0.009
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026524_0x4181f2_00.smt2,cvc5::cvc5_bv_default,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026524_0x4181f2_00.smt2,cvc5::cvc5_bv_eager,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026524_0x4181f2_00.smt2,z3::z3_bv_default,0.01
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026524_0x4181f2_00.smt2,z3::z3_bv_eager,0.01
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026584_0x41821d_00.smt2,cvc5::cvc5_bv_default,0.051
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026584_0x41821d_00.smt2,cvc5::cvc5_bv_eager,0.052
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026584_0x41821d_00.smt2,z3::z3_bv_default,0.01
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026584_0x41821d_00.smt2,z3::z3_bv_eager,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028784_0x4183dc_00.smt2,cvc5::cvc5_bv_default,0.023
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028784_0x4183dc_00.smt2,cvc5::cvc5_bv_eager,0.023
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028784_0x4183dc_00.smt2,z3::z3_bv_default,0.01
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028784_0x4183dc_00.smt2,z3::z3_bv_eager,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028808_0x4183e1_00.smt2,cvc5::cvc5_bv_default,0.056
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028808_0x4183e1_00.smt2,cvc5::cvc5_bv_eager,0.062
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028808_0x4183e1_00.smt2,z3::z3_bv_default,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028808_0x4183e1_00.smt2,z3::z3_bv_eager,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028876_0x4183e1_00.smt2,cvc5::cvc5_bv_default,0.074
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028876_0x4183e1_00.smt2,cvc5::cvc5_bv_eager,0.074
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028876_0x4183e1_00.smt2,z3::z3_bv_default,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028876_0x4183e1_00.smt2,z3::z3_bv_eager,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028931_0x4183c4_00.smt2,cvc5::cvc5_bv_default,0.025
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028931_0x4183c4_00.smt2,cvc5::cvc5_bv_eager,0.025
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028931_0x4183c4_00.smt2,z3::z3_bv_default,0.01
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028931_0x4183c4_00.smt2,z3::z3_bv_eager,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029028_0x4183d2_00.smt2,cvc5::cvc5_bv_default,0.029
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029028_0x4183d2_00.smt2,cvc5::cvc5_bv_eager,0.029
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029028_0x4183d2_00.smt2,z3::z3_bv_default,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029028_0x4183d2_00.smt2,z3::z3_bv_eager,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029056_0x4183e1_00.smt2,cvc5::cvc5_bv_default,0.069
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029056_0x4183e1_00.smt2,cvc5::cvc5_bv_eager,0.067
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029056_0x4183e1_00.smt2,z3::z3_bv_default,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029056_0x4183e1_00.smt2,z3::z3_bv_eager,0.014
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029120_0x4183d7_00.smt2,cvc5::cvc5_bv_default,0.029
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029120_0x4183d7_00.smt2,cvc5::cvc5_bv_eager,0.031
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029120_0x4183d7_00.smt2,z3::z3_bv_default,0.01
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029120_0x4183d7_00.smt2,z3::z3_bv_eager,0.014
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029122_0x4183dc_00.smt2,cvc5::cvc5_bv_default,0.034
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029122_0x4183dc_00.smt2,cvc5::cvc5_bv_eager,0.032
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029122_0x4183dc_00.smt2,z3::z3_bv_default,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029122_0x4183dc_00.smt2,z3::z3_bv_eager,0.011
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029124_0x4183e1_00.smt2,cvc5::cvc5_bv_default,0.115
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029124_0x4183e1_00.smt2,cvc5::cvc5_bv_eager,0.109
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029124_0x4183e1_00.smt2,z3::z3_bv_default,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029124_0x4183e1_00.smt2,z3::z3_bv_eager,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029168_0x4183e1_00.smt2,cvc5::cvc5_bv_default,0.097
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029168_0x4183e1_00.smt2,cvc5::cvc5_bv_eager,0.095
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029168_0x4183e1_00.smt2,z3::z3_bv_default,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029168_0x4183e1_00.smt2,z3::z3_bv_eager,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030264_0x41821d_00.smt2,cvc5::cvc5_bv_default,0.021
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030264_0x41821d_00.smt2,cvc5::cvc5_bv_eager,0.021
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030264_0x41821d_00.smt2,z3::z3_bv_default,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030264_0x41821d_00.smt2,z3::z3_bv_eager,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030302_0x4181f2_00.smt2,cvc5::cvc5_bv_default,0.021
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030302_0x4181f2_00.smt2,cvc5::cvc5_bv_eager,0.021
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030302_0x4181f2_00.smt2,z3::z3_bv_default,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030302_0x4181f2_00.smt2,z3::z3_bv_eager,0.012
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030422_0x41821d_00.smt2,cvc5::cvc5_bv_default,0.021
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030422_0x41821d_00.smt2,cvc5::cvc5_bv_eager,0.021
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030422_0x41821d_00.smt2,z3::z3_bv_default,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030422_0x41821d_00.smt2,z3::z3_bv_eager,0.016
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1150.smt2,cvc5::cvc5_bv_default,0.575
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1150.smt2,cvc5::cvc5_bv_eager,0.523
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1150.smt2,z3::z3_bv_default,0.103
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1150.smt2,z3::z3_bv_eager,0.099
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1167.smt2,cvc5::cvc5_bv_default,0.836
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1167.smt2,cvc5::cvc5_bv_eager,0.725
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1167.smt2,z3::z3_bv_default,0.119
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1167.smt2,z3::z3_bv_eager,0.103
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1185.smt2,cvc5::cvc5_bv_default,0.812
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1185.smt2,cvc5::cvc5_bv_eager,0.793
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1185.smt2,z3::z3_bv_default,0.247
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1185.smt2,z3::z3_bv_eager,0.244
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1196.smt2,cvc5::cvc5_bv_default,0.762
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1196.smt2,cvc5::cvc5_bv_eager,0.737
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1196.smt2,z3::z3_bv_default,0.233
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1196.smt2,z3::z3_bv_eager,0.239
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1203.smt2,cvc5::cvc5_bv_default,0.864
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1203.smt2,cvc5::cvc5_bv_eager,0.818
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1203.smt2,z3::z3_bv_default,0.246
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1203.smt2,z3::z3_bv_eager,0.256
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1222.smt2,cvc5::cvc5_bv_default,0.874
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1222.smt2,cvc5::cvc5_bv_eager,0.814
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1222.smt2,z3::z3_bv_default,0.111
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1222.smt2,z3::z3_bv_eager,0.121
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1230.smt2,cvc5::cvc5_bv_default,0.863
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1230.smt2,cvc5::cvc5_bv_eager,0.557
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1230.smt2,z3::z3_bv_default,0.055
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1230.smt2,z3::z3_bv_eager,0.057
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1233.smt2,cvc5::cvc5_bv_default,0.834
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1233.smt2,cvc5::cvc5_bv_eager,0.785
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1233.smt2,z3::z3_bv_default,0.141
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1233.smt2,z3::z3_bv_eager,0.146
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1328.smt2,cvc5::cvc5_bv_default,0.835
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1328.smt2,cvc5::cvc5_bv_eager,0.851
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1328.smt2,z3::z3_bv_default,0.117
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1328.smt2,z3::z3_bv_eager,0.113
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1356.smt2,cvc5::cvc5_bv_default,0.911
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1356.smt2,cvc5::cvc5_bv_eager,0.657
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1356.smt2,z3::z3_bv_default,0.119
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1356.smt2,z3::z3_bv_eager,0.111
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1368.smt2,cvc5::cvc5_bv_default,0.921
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1368.smt2,cvc5::cvc5_bv_eager,0.606
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1368.smt2,z3::z3_bv_default,0.119
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1368.smt2,z3::z3_bv_eager,0.13
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1382.smt2,cvc5::cvc5_bv_default,0.983
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1382.smt2,cvc5::cvc5_bv_eager,0.645
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1382.smt2,z3::z3_bv_default,0.121
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1382.smt2,z3::z3_bv_eager,0.131
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1392.smt2,cvc5::cvc5_bv_default,1.086
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1392.smt2,cvc5::cvc5_bv_eager,1.009
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1392.smt2,z3::z3_bv_default,0.315
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1392.smt2,z3::z3_bv_eager,0.322
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1456.smt2,cvc5::cvc5_bv_default,1.19
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1456.smt2,cvc5::cvc5_bv_eager,1.178
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1456.smt2,z3::z3_bv_default,0.334
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1456.smt2,z3::z3_bv_eager,0.316
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1491.smt2,cvc5::cvc5_bv_default,1.55
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1491.smt2,cvc5::cvc5_bv_eager,1.249
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1491.smt2,z3::z3_bv_default,0.241
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1491.smt2,z3::z3_bv_eager,0.256
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1499.smt2,cvc5::cvc5_bv_default,1.463
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1499.smt2,cvc5::cvc5_bv_eager,1.405
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1499.smt2,z3::z3_bv_default,0.159
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1499.smt2,z3::z3_bv_eager,0.16
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1505.smt2,cvc5::cvc5_bv_default,1.662
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1505.smt2,cvc5::cvc5_bv_eager,1.508
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1505.smt2,z3::z3_bv_default,0.839
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1505.smt2,z3::z3_bv_eager,0.859
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1507.smt2,cvc5::cvc5_bv_default,1.524
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1507.smt2,cvc5::cvc5_bv_eager,0.844
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1507.smt2,z3::z3_bv_default,0.162
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1507.smt2,z3::z3_bv_eager,0.161
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1518.smt2,cvc5::cvc5_bv_default,1.656
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1518.smt2,cvc5::cvc5_bv_eager,1.399
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1518.smt2,z3::z3_bv_default,1.021
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1518.smt2,z3::z3_bv_eager,1.001
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1533.smt2,cvc5::cvc5_bv_default,1.541
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1533.smt2,cvc5::cvc5_bv_eager,1.358
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1533.smt2,z3::z3_bv_default,0.847
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1533.smt2,z3::z3_bv_eager,0.827
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1590.smt2,cvc5::cvc5_bv_default,2.244
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1590.smt2,cvc5::cvc5_bv_eager,1.818
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1590.smt2,z3::z3_bv_default,0.902
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1590.smt2,z3::z3_bv_eager,0.791
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1613.smt2,cvc5::cvc5_bv_default,1.937
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1613.smt2,cvc5::cvc5_bv_eager,1.752
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1613.smt2,z3::z3_bv_default,1.861
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1613.smt2,z3::z3_bv_eager,1.868
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1675.smt2,cvc5::cvc5_bv_default,1.886
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1675.smt2,cvc5::cvc5_bv_eager,1.774
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1675.smt2,z3::z3_bv_default,0.199
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1675.smt2,z3::z3_bv_eager,0.198
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-2138.smt2,cvc5::cvc5_bv_default,0.242
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-2138.smt2,cvc5::cvc5_bv_eager,0.227
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-2138.smt2,z3::z3_bv_default,0.04
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-2138.smt2,z3::z3_bv_eager,0.04
data/suite_500/QF_BV/uclid/convert-tiff2jpg-query-1831.smt2,cvc5::cvc5_bv_default,0.099
data/suite_500/QF_BV/uclid/convert-tiff2jpg-query-1831.smt2,cvc5::cvc5_bv_eager,0.103
data/suite_500/QF_BV/uclid/convert-tiff2jpg-query-1831.smt2,z3::z3_bv_default,0.026
data/suite_500/QF_BV/uclid/convert-tiff2jpg-query-1831.smt2,z3::z3_bv_eager,0.026
